"Healthy Place to Die, A","King, Peter",10/00-- 6.5,6.5
Death al Dente,"King, Peter",7/99-- 6,6
Gourmet Detective,"King, Peter",5/98-- 6,6
Roux the Day,"King, Peter",7/02-- 6,6
Ex-Libris,"King, Ross",3/01-- 6,6
Rose Madder,"King, Stephen",7/95-- 9,9
"Girl Who Loved Tom Gordon, The","King, Stephen",6/99-- 8,8
Insomnia,"King, Stephen",10/94-- 8,8
Wizard and Glass: Dark Tower IV,"King, Stephen",11/97-- 8,8
Gerald's Game,"King, Stephen",7/98-- 7.6,7.6
Desperation,"King, Stephen",10/96-- 7.5,7.5
"Green Mile, The: The Bad Death of Edward Delacroix","King, Stephen",6/96-- 7.5,7.5
Storm of the Century,"King, Stephen",3/99-- 7.5,7.5
Bag of Bones,"King, Stephen",10/98-- 7.2,7.2
Everything Eventual,"King, Stephen",3/02-- 7.2,7.2
Song of Susannah; Bk VI Dark Tower,"King, Stephen",6/04-- 7.2,7.2
Dark Tower VII,"King, Stephen",9/04-- 7.1,7.1
Cell,"King, Stephen",2/06-- 7,7
"Dark Tower V, The: Wolves of the Calla","King, Stephen",11/03-- 7,7
Different Seasons,"King, Stephen",8/95-- 7,7
Dreamcatcher,"King, Stephen",3/01-- 7,7
Eyes of the Dragon,"King, Stephen",10/93-- 7,7
From A Buick 8,"King, Stephen",9/02-- 7,7
"Green Mile, The: Coffey on the Mile","King, Stephen",7/96-- 7,7
"Green Mile, The: Coffey's Hands","King, Stephen",5/96-- 7,7
"Green Mile, The: Night Journey","King, Stephen",7/96-- 7,7
"Green Mile, The: the Two Dead Girls","King, Stephen",5/96-- 7,7
Regulators,"King, Stephen",10/96-- 7,7
Thinner,"King, Stephen",1/94-- 7,7
Green Mile: The Mouse on the Mile,"King, Stephen",5/96-- 6.5,6.5
Heart's in Atlantis,"King, Stephen",9/99-- 6.5,6.5
Roadwork,"King, Stephen",12/93-- 6.5,6.5
Lisey's Story,"King, Stephen",11/06-- 6,6
Nightmares and Dreamscapes,"King, Stephen",1/94-- 6,6
Running Man,"King, Stephen",12/93-- 6,6
It,"King, Stephen",11/93-- 5,5
Long Walk,"King, Stephen",12/93-- 5,5
Rage,"King, Stephen",12/93-- 5,5
Danse Macabre,"King, Stephen",5/93-- 2,2
Dark Half,"King, Stephen",No,
Dolores Claiborne,"King, Stephen",no,
Four Past Midnight,"King, Stephen",No,
Gunslinger,"King, Stephen",yes,
Misery,"King, Stephen",no,
Needful Things,"King, Stephen",no,
Stand,"King, Stephen",no,
Tailsmen,"King, Stephen",no,
Waste Lands:Dark Tower III,"King, Stephen",Yes,
Black House,"King, Stephen & Peter Straub",9/01-- 7,7
Survivor,"King, Tabitha",4/97-- 7.5,7.5
Pigs in Heaven,"Kingsolver, Barbara",10/93-- 8,8
Prodigal Summer,"Kingsolver, Barbara",2/01-- 7.5,7.5
"Medusa Plague, The: Defenders of the Magic Trilogy Vol.II","Kirchoff, Mary",7/99-- 7.2,7.2
"Walking Dead, The - Rise of the Governor","Kirkman, Robert & Jay Bonansinga",11/11-- 9,9
Two Truths and a Lie,"Kittle, Katrina",8/01-- 7.1,7.1
"Mystery of Breathing, The","Klass, Perri",3/04-- 7.9,7.9
Dynamite Road,"Klavan, Andrew",2/04-- 8.7,8.7
Shotgun Alley,"Klavan, Andrew",10/04-- 8.7,8.7
Hunting Down Amanda,"Klavan, Andrew",8/99-- 8,8
"Identity Man, The","Klavan, Andrew",11/10-- 8,8
Man & Wife,"Klavan, Andrew",10/01-- 7.5,7.5
True Crime,"Klavan, Andrew",6/95-- 7.5,7.5
"Uncanny, The","Klavan, Andrew",2/98-- 7,7
Animal Hour,"Klavan, Andrew",8/93-- 6,6
Corruption,"Klavan, Andrew",1/95-- 6,6
"Shotting Script, The","Klavan, Lawrence",3/05-- 7.2,7.2
"Last Day, The","Kleier, Glen",12/97-- 7.5,7.5
Fourth Down,"Klein, Dave",11/99-- 7.9,7.9
Test Pattern,"Klein, Marjorie",3/00-- 6,6
No Saving Grace,"Klein, Zachary",1/98-- 7.5,7.5
Primary Colors,"Kleine, Joe",4/96-- 7,7
Flat Lake In Winter,"Klemper, Joseph T.",2/99-- 7.7,7.7
Irreparable Damage,"Klempner, Joseph T.",8/02-- 8.6,8.6
Felony Murder,"Klempner, Joseph T.",2/00-- 7.8,7.8
Fogbound,"Klempner, Joseph T.",2/04-- 7.5,7.5
Blue-Eyed Devil,"Kleypas, Lisa",7/08-- 9,9
Sugar Daddy,"Kleypas, Lisa",5/07-- 8.2,8.2
"Ultimate Intimancy, The","Klima, Ivan",3/98-- 6,6
Desire Lines,"Kline, Christina Baker",2/99-- 7.2,7.2
Surface Tension,"Kling, Christine",12/02-- 8.3,8.3
Cross Current,"Kling, Christine",2/05-- 8,8
"Minotaur Wars, The: Night of Blood","Knaak, Richard A.",7/03-- 7.1,7.1
Dragon Crown,"Knaak, Richard A.",9/94-- 7,7
Legend of Huma,"Knaak, Richard A.",No,
Why Do Birds,"Knight, Damon",3/93-- 8,8
Risen,"Knight, J.",3/04-- 8,8
"Ticket Out, The","Knode, Helen",01/03-- 8.3,8.3
Kockroach,"Knox, Tyler",3/07-- 5,5
"Shadow of wings, The","Knox-Mawer, June",5/97-- 7,7
Highways to a War,"Koch, Christopher J.",6/95-- 8,8
Whiskey Sour,"Konrath, J. A.",8/04-- 9,9
Bloody Mary,"Konrath, J. A.",3/06-- 7.5,7.5
"List, The","Konrath, J.A.",1/12-- 8.8,8.8
Odd Thomas,"Koontz, Dean",12/03-- 7.6,7.6
"Taking, The","Koontz, Dean",7/04-- 7.5,7.5
Dark Rivers of the Heart,"Koontz, Dean R.",1/95-- 9.5,9.5
"Darkest Evening of the Year, The","Koontz, Dean R.",12/07-- 9.5,9.5
"Good Guy, The","Koontz, Dean R.",5/07-- 9.5,9.5
Seize the Night,"Koontz, Dean R.",1/99-- 9.5,9.5
Breathless,"Koontz, Dean R.",2/10-- 9,9
"Eyes of Darkness, The","Koontz, Dean R.",11/11-- 9,9
From the Corner of His Eye,"Koontz, Dean R.",12/00-- 9,9
"Husband, the","Koontz, Dean R.",5/06-- 9,9
Intensity,"Koontz, Dean R.",1/96-- 9,9
Life Expectancy,"Koontz, Dean R.",12/04-- 9,9
Relentless,"Koontz, Dean R.",6/09-- 9,9
False Memory,"Koontz, Dean R.",1/00-- 8.8,8.8
Fear Nothing,"Koontz, Dean R.",2/98-- 8.7,8.7
By the Light of the Moon,"Koontz, Dean R.",12/02-- 8.5,8.5
"Eyes of Darkness, The","Koontz, Dean R.",12/96-- 8.5,8.5
Forever Odd,"Koontz, Dean R.",2/06-- 8.5,8.5
Odd Apocalypse,"Koontz, Dean R.",8/12-- 8.5,8.5
Sole Survivor,"Koontz, Dean R.",3/97-- 8.5,8.5
Your Heart Belogs to Me,"Koontz, Dean R.",12/08-- 8.5,8.5
Odd Apocalypse,"Koontz, Dean R.",8/12-- 8.5,8.5
"Voice of the Night, The","Koontz, Dean R.",7/98-- 8.3,8.3
77 Shadow Street,"Koontz, Dean R.",1/12-- 8,8
Brother Odd,"Koontz, Dean R.",11/06-- 8,8
Cold Fire,"Koontz, Dean R.",2/11-- 8,8
Face,"Koontz, Dean R.",6/03-- 8,8
Funhouse,"Koontz, Dean R.",4/94-- 8,8
"Mask, The","Koontz, Dean R.",9/93-- 8,8
Mr. Murder,"Koontz, Dean R.",5/94-- 8,8
"Servants of Twilight, The","Koontz, Dean R.",1/95-- 8,8
Shadowfires,"Koontz, Dean R.",7/94-- 8,8
Strange Highways,"Koontz, Dean R.",8/95-- 8,8
Strangers,"Koontz, Dean R.",5/93-- 8,8
Tick Tock,"Koontz, Dean R.",4/97-- 8,8
Velocity,"Koontz, Dean R.",6/05-- 8,8
"Vision, The","Koontz, Dean R.",7/98-- 8,8
What the Night Knows,"Koontz, Dean R.",2/11-- 8,8
Whispers,"Koontz, Dean R.",12/96-- 8,8
77 Shadow Street,"Koontz, Dean R.",1/12-- 8,8
Odd Hours,"Koontz, Dean R.",5/08-- 7.8,7.8
"Door to December, The","Koontz, Dean R.",7/95-- 7.5,7.5
Phamtoms,"Koontz, Dean R.",1/95-- 7.5,7.5
One Door Away From Heaven,"Koontz, Dean R.",1/02-- 7.4,7.4
Oddkins,"Koontz, Dean R.",12/98-- 7.2,7.2
Darkfall,"Koontz, Dean R.",12/94-- 7,7
Hideaway ,"Koontz, Dean R.",3/95-- 7,7
Icebound,"Koontz, Dean R.",4/95-- 7,7
Night Chills,"Koontz, Dean R.",5/94-- 7,7
Odd Interlude 3,"Koontz, Dean R.",7/12-- 7,7
Santa's Twin,"Koontz, Dean R.",12/96-- 7,7
Shattered,"Koontz, Dean R.",7/93-- 7,7
Winter Moon,"Koontz, Dean R.",2/94-- 7,7
Odd Interlude 3,"Koontz, Dean R.",7/12-- 7,7
Bad Place,"Koontz, Dean R.",No,
Cold Fire,"Koontz, Dean R.",No,
Dragon Tears,"Koontz, Dean R.",no,
Face of Fear,"Koontz, Dean R.",no,
House of Thunder,"Koontz, Dean R.",no,
Lightning,"Koontz, Dean R.",no,
Midnight,"Koontz, Dean R.",No,
Twilight Eyes,"Koontz, Dean R.",no,
Watchers,"Koontz, Dean R.",No,
"Flash Effect, The","Koperwas, Sam",1/95-- 6,6
"Jury of Her Peers, A","Korelitz, Jean Harrff",4/96-- 8,8
"Sabbathday River, The","Korelitz, Jean Harrff",5/99-- 7.2,7.2
"Prophet, The","Koryta, Michael",9/12-- 10.5,10.5
"Cypress House, The","Koryta, Michael",9/12-- 8.9,8.9
"Welcome Grave, A","Koryta, Michael",10-07-- 8.7,8.7
"Cypress House, The","Koryta, Michael",9/12-- 8.9,8.6
Envy the Night,"Koryta, Michael",9/08-- 8,8
"Ridge, The","Koryta, Michael",6/11-- 8,8
"Silent Hour, The","Koryta, Michael",9/09-- 8,8
Sorrow's Anthem,"Koryta, Michael",9/12-- 8,8
Tonight I Said Goodbye,"Koryta, Michael",10/04-- 8.2,7.2
"Cypress House, The","Koryta, Michael",2/11-- 6,6
Devil's Gold,"Korzenko, Julie",6/09-- 7.5,7.5
Key to the City,"Kostman, Joel",11/97-- 8,8
Legacy of Prometheus,"Kotani, Eric & John Maddox Roberts",6/00-- 6,6
The Game of Thirty,"Kotzwinkle, William",7/94-- 8.5,8.5
"Bear Went Over The Mountain, The","Kotzwinkle, William",11/96-- 7,7
"Amphora Project, The","Kotzwinkle, William",2/06-- 6,6
Eddie's Bastard,"Kowalski, William",1/00-- 8.9,8.9
Dating Is Murder,"Kozak, Harley Jane",4/05-- 6,6
Dead Ex,"Kozak, Harley Zane",11/07-- 7.5,7.5
Stalking Susan,"Kramer, Julie",9/08-- 7,7
Killing Kate,"Kramer, Julie",8/11-- 6,6
"Jewels of Tessa Kent, The","Krantz, Judith",12/98-- 7,7
Lethal Mercy,"Kraus, Jr. Harry Lee",6/97-- 8,8
Fated Genes,"Kraus, Jr. Harry Lee",11/96-- 7.5,7.5
"Chairman, The","Kraus, Jr. Harry Lee",4/99-- 6.5,6.5
Man Walks Into A Room,"Krauss, Nicole",6/02-- 7.8,7.8
"Pact, The","Kray, Robert",3/07-- 5,5
All Night Long,"Krentz, Jayne ann",2/06-- 8.9,8.9
Light In Shadow,"Krentz, Jayne Ann",1/03-- 8.2,8.2
Fired Up,"Krentz, Jayne Ann",1/10-- 8,8
Sizzle and Burn,"Krentz, Jayne ann",2/08-- 8,8
White Lies,"Krentz, Jayne ann",2/07-- 8,8
Truth or Dare,"Krentz, Jayne Ann",1/04-- 7.8,7.8
Sharp Edges,"Krentz, Jayne Ann",3/98-- 7.3,7.3
Falling Awake,"Krentz, Jayne Ann",12/04-- 7.2,7.2
Lost & Found,"Krentz, Jayne Ann",2/01-- 7.2,7.2
Smoke in Mirrors,"Krentz, Jayne Ann",4/02-- 7.2,7.2
Soft Focus,"Krentz, Jayne Ann",2/00-- 7.1,7.1
Deep Waters,"Krentz, Jayne Ann",5/97-- 6.5,6.5
Trust Me,"Krentz, Jayne Ann",7/95-- 6.5,6.5
Eye of the Beholder,"Krentz, Jayne Ann",8/99-- 6,6
Beakers Dozen,"Kress, Nancy",8/98-- 6.5,6.5
Speak No Evil,"Krich, Rochelle",7/96-- 9.5,9.5
Blues in the Night,"Krich, Rochelle",11/02-- 9,9
Dead Air,"Krich, Rochelle",8/00-- 8.5,8.5
Dream House,"Krich, Rochelle",2/04-- 7.9,7.9
Shadows of Sin,"Krich, Rochelle",9/01-- 7.9,7.9
Grave Endings,"Krich, Rochelle",1/05-- 7.4,7.4
Slip Cue,"Krieg, Joyce",10/04-- 7.5,7.5
Murder Off Mike,"Krieg, Joyce",4/03-- 7.2,7.2
"Bless Me, Father","Kriegel, Mark",3/95-- 5,5
Blood Money,"Krish, Roshelle",12/02-- 8,8
Bad Chemistry,"Krist, Gary",4/98-- 8.2,8.2
Heaven's Keep ,"Krueger, William Kent",11/11-- 10,10
Northwest Angle,"Krueger, William Kent",10/11-- 10,10
Thunder Bay,"Krueger, William Kent",11/11-- 10,10
Trickster's Point,"Krueger, William Kent",9/12-- 10,10
Vermillion Drift,"Krueger, William Kent",11/11-- 10,10
Trickster's Point,"Krueger, William Kent",9/12-- 10,10
Copper River,"Krueger, William Kent",11/11-- 9,9
Iron Lake,"Krueger, William Kent",10/11-- 8.8,8.8
Mercy Falls,"Krueger, William Kent",4/06-- 8.7,8.7
Boundary Waters,"Krueger, William Kent",11/11-- 8.5,8.5
Purgatory Ridge,"Krueger, William Kent",10/11-- 8.4,8.4
"Devil's Bed, The","Krueger, William Kent",11/11-- 8,8
Red Knife,"Krueger, William Kent",11/11-- 8,8
"Devil's Bed, The","Krueger, William Kent",3/03-- 7.6,7.6
Blood Hollow,"Krueger, William Kent",4/04-- 7.5,7.5
Poisoned Memories,"Kubasik, Christopher",7/94-- 6,6
Before the Storm Bk1 Black Fleet Crisis,"Kube-McDowell, Michael P.",2/97-- 7,7
Shield of Lies: Bk2 Black Fleet Crisis,"Kube-McDowell, Michael P.",2/97-- 6,6
Shield of Lies: Bk2 Black Fleet Crisis,"Kube-McDowell, Michael P.",4/97-- 6,6
Tyrant's Test: Bk3 Black Fleet Crisis,"Kube-McDowell, Michael P.",2/97-- 6,6
Left in the Care of,"Kung, Dinah",2/98-- 6.5,6.5
Bastard Prince,"Kurtz, Katherine",8/94-- 8,8
Camber the Heretic,"Kurtz, Katherine",8/92-- 8,8
High Deryni,"Kurtz, Katherine",7/91-- 8,8
King Javan's Year,"Kurtz, Katherine",5/93-- 8,8
King's Justice,"Kurtz, Katherine",8/93-- 8,8
Saint Camber,"Kurtz, Katherine",7/92-- 8,8
Camber of Culdi,"Kurtz, Katherine",6/92-- 7.5,7.5
Quest for Saint Camber,"Kurtz, Katherine",9/92-- 7.5,7.5
Childe Morgan,"Kurtz, Katherine",2/07-- 7,7
Deryni Checkmate,"Kurtz, Katherine",6/91-- 7,7
Deryni Magic,"Kurtz, Katherine",10/92-- 7,7
Deryni Rising,"Kurtz, Katherine",5/91-- 7,7
Two Crowns for America,"Kurtz, Katherine",2/96-- 7,7
Harrowing of Gwyneed:i Heirs Saint Camber,"Kurtz, Katherine",Yes,
Adept,"Kurtz, Katherine & Deborah Turner Harris",4/93-- 8.5,8.5
Adept Bk 3: Templar Treasure,"Kurtz, Katherine & Deborah Turner Harris",1/94--8.5,8.5
Adept-Bk2:Lodge of the Lynx,"Kurtz, Katherine & Deborah Turner Harris",7/93-- 8,8
Dagger Magic,"Kurtz, Katherine & Deborah Turner Harris",4/96-- 8,8
Death of an Adept,"Kurtz, Katherine & Deborah Turner Harris",4/97-- 7.5,7.5
Temple and the Stone,"Kurtz, Katherine & Deborah Turner Harris",10/98-- 7.2,7.2
"Grand Complication, The","Kurzwell, Allen",12/01-- 7.1,7.1
"Lost Throne, The","Kuzneski, Chris",8/09-- 7.6,7.6
Beyond Recall,"Kyle, Stephen",1/00-- 7.2,7.2
Blind Fury,"La Plante, Lynda",9/11-- 7.8,7.8
Royal Heist,"La Plante, Lynda",8/04-- 7.6,7.6
Leopard,"La Plante, Richard",11/94-- 9,9
Mind Kill,"La Plante, Richard",7/98-- 8.5,8.5
Tegne,"La Plante, Richard",10/97-- 7.5,7.5
Mantis,"La Plante, Richard",11/94-- 7,7
Queens Own: Arrows of the Queen,"Lackey, Mercedes",3/93-- 9.5,9.5
Firebird,"Lackey, Mercedes",2/97-- 9,9
Queens Own: Arrow's Fall,"Lackey, Mercedes",3/93-- 9,9
Queens Own: Arrow's Flight,"Lackey, Mercedes",3/93-- 9,9
Winds of Change,"Lackey, Mercedes",10/93-- 8.5,8.5
Winds of Fury Bk 3 Mage Winds,"Lackey, Mercedes",11/93-- 8.5,8.5
The Lark and the Wren Bk 1 Bardic Voices,"Lackey, Mercedes",9/93-- 8,8
"Black Swan, The","Lackey, Mercedes",7/99-- 7.5,7.5
Robin and the Kestrel Bardic Voices II,"Lackey, Mercedes",3/94-- 7.5,7.5
Reserved for the Cat,"Lackey, Mercedes",1/08-- 7.2,7.2
Children of the Night,"Lackey, Mercedes",6/94-- 7,7
"Fire Rose, The","Lackey, Mercedes",10/97-- 7,7
Oathbound Bk1 Vows and Honor,"Lackey, Mercedes",4/94-- 7,7
Oathbreakers Bk2 Vows and Honor,"Lackey, Mercedes",4/94-- 7,7
Storm Breaking: Bk3 Mage Storms,"Lackey, Mercedes",4/97-- 7,7
Storm Warning Mage Storms Bk1,"Lackey, Mercedes",2/97-- 7,7
Storm Rising Bk2 Mage Storms,"Lackey, Mercedes",2/97-- 6.5,6.5
Eagle & the Nightingales Bardic Voices III,"Lackey, Mercedes",8/95-- 6,6
"Gates of Sleep, The","Lackey, Mercedes",9/03-- 6,6
Magic's Price,"Lackey, Mercedes",7/97-- 6,6
Jinx High,"Lackey, Mercedes",2/95-- 5,5
Winds of Fate,"Lackey, Mercedes",yes,
Bedlam's Bard Bk1 Knight of Ghosts and Shadows,"Lackey, Mercedes & Ellen Guon",8/93-- 8,8
Bedlam's Bard Bk2 Summoned to Tourney,"Lackey, Mercedes & Ellen Guon",8/93-- 8,8
Wing Commander Freedom Flight,"Lackey, Mercedes & Ellen Guon",7/94-- 7.5,7.5
"Outstretched Shadow, The","Lackey, Mercedes & James Mallory",1/04-- 7.5,7.5
When Darkness Falls: Bk3 Obsidian Trilogy,"Lackey, Mercedes & James Mallory",12/06-- 7,7
To Light A Candle Bk2 Obsidian Trilogy,"Lackey, Mercedes & James Mallory",11/04-- 6,6
Owlsight,"Lackey, Mercedes & Larry Dixon",11/98-- 9,9
"Black Gryphon, The","Lackey, Mercedes & Larry Dixon",2/95-- 8,8
Owlflight,"Lackey, Mercedes & Larry Dixon",4/98-- 7.8,7.8
"White Gryphon, The","Lackey, Mercedes & Larry Dixon",9/95-- 7,7
Owlknight,"Lackey, Mercedes & Larry Dixon",5/00-- 6.5,6.5
Fortress of Frost and Fire Bards Tale,"Lackey, Mercedes & Ru Emerson",9/93-- 8,8
This Rough Magic,"Lackey, Mercedes; Eric Flint; Dave Frees",3/04-- 7.2,7.2
Soul Harvest,"LaHaye, Tim & Jerry B. Jenkins",8/98-- 7.8,7.8
Nicolae,"LaHaye, Tim & Jerry B. Jenkins",9/97-- 7.5,7.5
Assassins,"LaHaye, Tim & Jerry B. Jenkins",10/99-- 7.4,7.4
Left Behind,"LaHaye, Tim & Jerry B. Jenkins",5/96-- 7,7
Babylon Rising,"LaHayne, Jim & Greg Dinallio",11/03-- 8,8
"Secret On Ararat, The","Lahayne, Tim  ",9/04-- 7.6,7.6
"Edge of Darkness, the:Bk4 Babylon Rising","LaHayne, Tim & Bob Phillips",10/06-- 7,7
"Europa Conspiracy, The: Bk 3 Babylon Rising","LaHayne, Tim & Bob Phillips",10/05-- 6,6
"Remnant, The","LaHayne, Tim & Jerry B. Jenkins",8/02-- 7.5,7.5
Apollyon,"LaHayne, Tim & Jerry B. Jenkins",4/99-- 7.4,7.4
Glorious Appearing,"LaHayne, Tim & Jerry B. Jenkins",4/04-- 7.3,7.3
Assassins,"LaHayne, Tim & Jerry B. Jenkins",3/00-- 7,7
"Rising, The","LaHayne, Tim & Jerry B. Jenkins",3/05-- 7,7
"Mark, The","LaHayne, Tim & Jerry Jenkins",11/00-- 7,7
Deep In the Darkness,"Laimo, Michael",3/04-- 7.5,7.5
Broken Wing,"Lakeman, Thomas",7/09-- 8,8
"Fragile Hour, The","Laker, Rosalind",1/97-- 5,5
Circles of Stone,"Lambert, Joan Dahr",9/97-- 6.5,6.5
"Hanging Tree, The","Lambkin, David",3/97-- 7.5,7.5
Crooked Little Heart,"Lamont, Anne",10/97-- 7,7
Blue Shoe,"Lamott, Anne",1/03-- 6,6
First Degree Burn,"Lance, Peter",11/97-- 8,8
"Fires of Midnight, The","Land, Jon",1/96-- 8.5,8.5
Strong At The Brink,"Land, Jon",7/11-- 8.5,8.5
"Last Prophecy, the","Land, Jon",5/04-- 8,8
"Walk in the Darkness, A","Land, Jon",5/00-- 7.8,7.8
Kingdom of the Seven,"Land, Jon",12/94-- 7.5,7.5
"Seven Sins, The","Land, Jon",9/08-- 7.5,7.5
Walls of Jericho,"Land, Jon",9/97-- 7.5,7.5
Hope Mountain,"Land, Jon",1/99-- 7,7
Pillars of Solomon,"Land, Jon",3/99-- 7,7
Defending Jacob,"Landay, William",7/12-- 8.4,8.4
Defending Jacob,"Landay, William",7/12-- 8.4,8.4
Blood Acre,"Landesman, Peter",2/99-- 7.2,7.2
"Raven, The","Landesman, Peter",3/96-- 6,6
"Week In Winter, A","Landor, Barth",4/04-- 7.2,7.2
Your Oasis on Flame Lake,"Landvik, Lorna",8/97-- 7,7
Patty Jane's House of Curl,"Landvik, Lorna",10/97-- 6.5,6.5
Appearance of Evil,"Lane, Christopher A.",2/98-- 7.5,7.5
Dead File,"Lange, Kelly",10/03-- 7.8,7.8
"Reporter, The","Lange, Kelly",4/02-- 7.3,7.3
Trophy Wife,"Lange, Kelly",1/96-- 7,7
"Escher Twist, The","Langston, Jane",3/02-- 7.1,7.1
Murder at Monticello,"Langton, Jane",5/01-- 7.2,7.2
Dead as a Dodo,"Langton, Jane",2/97-- 7,7
"Face on the Wall, The","Langton, Jane",10/98-- 6,6
"Blind Bloodhound Justice, The","Lanier,  Virginia",3/03-- 7.5,7.5
Ten Little Bloodhounds,"Lanier, Virginia",12/02-- 7.5,7.5
Shooters,"Lankford, Terrill",2/97-- 8,8
Blonde Lightning,"Lankford, Terrill Lee",8/05-- 7.5,7.5
Earthquake Weather,"Lankford, Terrill Lee",6/04 --7.1,7.1
"Bottom, The","Lansdale, Joe R.",9/00-- 8.6,8.6
Leather Maiden,"Lansdale, Joe R.",10/08-- 8,8
Bad Chili,"Lansdale, Joe R.",2/00-- 7,7
Edge of Dark Water,"Lansdale, Joe R.",4/12-- 7,7
Flaming London,"Lansdale, Joe R.",4/06-- 6,6
"Fine Dark Line, A",Lansdale. Joe R.,01/03-- 7.2,7.2
Twister,"Lantiqua, John",1/97-- 8,8
Easy Money,"Lapidus, Jens",4/12-- 7.6,7.6
Cold Heart,"LaPlante, Lynda",3/99-- 8.4,8.4
Cold Shoulder,"LaPlante, Lynda",3/96-- 7.5,7.5
Cold Blood,"LaPlante, Lynda",3/98-- 7.2,7.2
Prime Suspect,"LaPlante, Lynda",2/98-- 7.2,7.2
Entwined,"LaPlante, Lynda",9/93-- 6,6
McNally's Alibi,"Lardo, Vincent",8/02-- 7.8,7.8
McNally's Dare,"Lardo, Vincent",8/03-- 7.3,7.3
Mc Nally's Folly,"Lardo, Vincent",9/00-- 7.2,7.2
"Hampton Affair, The","Lardo, Vincent",10/99-- 7,7
McNally's Chance,"Lardo, Vincent",7/01-- 7,7
"Hampton Connection, The","Lardo, Vincent",7/01-- 6.5,6.5
Black Death,"Largent, R. Karl",10/98-- 7.1,7.1
"Lazarus Vendetta, The","Larkin, Patrick",11/04-- 7.6,7.6
Manchu Palaces,"Larsen, Jeanne",10/96-- 6,6
Uncertainty,"Larsen, Michael",7/96-- 7.5,7.5
"Heir Hunter, The","Larsguaard, Chris",5/00-- 8.2,8.2
Devil In the White City,"Larson, Eric",2/03-- 7.2,7.2
Until Thy Wrath Be Past,"Larsson, Asa",6/12-- 7.4,7.4
Blood Ties,"Lash, Jennifer",10/98-- 6,6
Fatal Flaw,"Lashner, William",6/03-- 8.8,8.8
Hostile Witness,"Lashner, William",9/95-- 8.5,8.5
marked Man,"Lashner, William",7/06-- 8.5,8.5
"Killer Kiss, A","Lashner, William",10/07-- 8.2,8.2
Blood and Bone,"Lashner, William",3/09-- 8,8
Veritas,"Lashner, William",4/97-- 8,8
Past Due,"Lashner, William",8/04-- 7.3,7.3
Battle Creek,"Lasser, Scott",6.99-- 6.5,6.5
Brewing Up a Storm,"Lathen, Emma",6/97-- 6,6
"Shark Out of Water, A","Lathen, Emma",2/98-- 6,6
Comrades In Miami,"Latour, Jose",1/06-- 7.3,7.3
Perjury,"Latreille, Stan",7/98-- 8,8
Justice,"Latt, Mimi",10/99-- 8.5,8.5
Powers of Attorney,"Latt, Mimi Lavenda",12/94-- 7.5,7.5
Do Unto Others,"Lattany, Kristin",2/00-- 7.8,7.8
"Professionals, The","Laukkanen, Owen",4/12-- 9,9
Stars Must Wait,"Laumer, Keith",no,
Raga Six,"Lauria, Frank",11/01-- 7.2,7.2
"Gun Seller, The","Laurie, Hugh",9/97-- 8,8
Dominance,"Lavender, Will",9/11--6,6
Obedience,"Lavender, Will",4/08-- 6,6
Backfire,"Law, Janice",10/97-- 7.5,7.5
"Night Bus, The","Law, Janice",10/00-- 6,6
"Endless Knot, The","Lawhead, Stephen",8/93-- 9,9
Merlin Bk 2 Pendragon Cycle,"Lawhead, Stephen",3/94-- 8.5,8.5
Taliesin Bk1 Pendragon Cycle,"Lawhead, Stephen",3/94-- 8.5,8.5
Avalon,"Lawhead, Stephen",1/00-- 7.5,7.5
Arthur Bk 3 Pendragon Cycle,"Lawhead, Stephen",3/94-- 7,7
In the Hall of the Dragon King Bk1 Dragon King Trilogy,"Lawhead, Stephen",10/94-- 7,7
"Sword and the Flame, The","Lawhead, Stephen",10/94-- 7,7
"Warlords of Nin, The","Lawhead, Stephen",10/94-- 7,7
Paradise War,"Lawhead, Stephen",Yes,
Silver Hand,"Lawhead, Stephen",Yes,
"Black Rood, The BkII: Celtic Crusades","Lawhead, Stephen ",7/00-- 7.1,7.1
Byzantium,"Lawhead, Stephen ",11/96-- 8,8
"Skin Map, The","Lawhead, Stephen R",11/11-- 7.5,7.5
"Bone House, The","Lawhead, Stephen R",12/11-- 7,7
Hood,"Lawhead, Stephen R.",10/06-- 8.5,8.5
Cold Kill,"Lawrence, David",3/09-- 7.5,7.5
"Dead Sit Around in a Ring, The","Lawrence, David",6/04-- 7.5,7.5
Down Into Darkness,"Lawrence, David",2/08-- 7,7
To Kill The Past,"Lawrence, Janet",6/95-- 7.5,7.5
Death at the Table,"Lawrence, Janet",1/98-- 7,7
Heart and Bones,"Lawrence, Margaret",4/97-- 8,8
Blood Red Roses,"Lawrence, Margaret",11/97-- 7.5,7.5
Prince Of Thorns,"Lawrence, Mark",2/12-- 7,7
King of Thorns,"Lawrence, Mark",9/12-- 7,7
Shadow of the Dolls,"Lawrence, Rae",9/01-- 6,6
Ghostrain,"Laws, Stephen",1/97-- 8,8
Black Out,"Lawton, John",7/98-- 7,7
"Quake, The","Laymon, Richard",5/95-- 9,9
"Stake, The","Laymon, Richard",1/98-- 8.5,8.5
Mad as Hell,"Laysica, Mike",4/97-- 7.5,7.5
Same As It Never Was,"LaZebnik, Claire Scovell",8/03-- 7.1,7.1
"Pale Green Horse, The","Leahey, Michael I.",5/02-- 7.7,7.7
Broken Machines,"Leahey, Michale I.",11/00-- 7.2,7.2
